parte,tema,titulo,LEY,articulo,tipo,tema_no_juridico
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",94,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",95,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",96,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",97,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",98,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",99,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",100,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",101,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",102,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",103,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",104,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",105,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",112,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",113,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",114,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",115,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",116,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",117,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",118,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",119,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",120,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",121,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",122,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",123,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",124,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",125,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",126,JURIDICO,
ESPECIAL,3,Regimen Juridico Administraciones Publicas,"Ley 40/2015, de 1 de octubre",1,JURIDICO,
ESPECIAL,3,Regimen Juridico Administraciones Publicas,"Ley 40/2015, de 1 de octubre",2,JURIDICO,
ESPECIAL,3,Regimen Juridico Administraciones Publicas,"Ley 40/2015, de 1 de octubre",3,JURIDICO,
ESPECIAL,3,Regimen Juridico Administraciones Publicas,"Ley 40/2015, de 1 de octubre",4,JURIDICO,
ESPECIAL,3,Regimen Juridico Administraciones Publicas,"Ley 40/2015, de 1 de octubre",5,JURIDICO,
ESPECIAL,3,Regimen Juridico Administraciones Publicas,"Ley 40/2015, de 1 de octubre",6,JURIDICO,
ESPECIAL,3,Regimen Juridico Administraciones Publicas,"Ley 40/2015, de 1 de octubre",7,JURIDICO,
ESPECIAL,3,Regimen Juridico Administraciones Publicas,"Ley 40/2015, de 1 de octubre",8,JURIDICO,
ESPECIAL,3,Regimen Juridico Administraciones Publicas,"Ley 40/2015, de 1 de octubre",9,JURIDICO,
ESPECIAL,3,Regimen Juridico Administraciones Publicas,"Ley 40/2015, de 1 de octubre",10,JURIDICO,
ESPECIAL,3,Regimen Juridico Administraciones Publicas,"Ley 40/2015, de 1 de octubre",11,JURIDICO,
ESPECIAL,3,Regimen Juridico Administraciones Publicas,"Ley 40/2015, de 1 de octubre",12,JURIDICO,
ESPECIAL,3,Regimen Juridico Administraciones Publicas,"Ley 40/2015, de 1 de octubre",13,JURIDICO,
ESPECIAL,3,Regimen Juridico Administraciones Publicas,"Ley 40/2015, de 1 de octubre",14,JURIDICO,
ESPECIAL,3,Regimen Juridico Administraciones Publicas,"Ley 40/2015, de 1 de octubre",15,JURIDICO,
ESPECIAL,3,Regimen Juridico Administraciones Publicas,"Ley 40/2015, de 1 de octubre",16,JURIDICO,
ESPECIAL,3,Regimen Juridico Administraciones Publicas,"Ley 40/2015, de 1 de octubre",17,JURIDICO,
ESPECIAL,3,Regimen Juridico Administraciones Publicas,"Ley 40/2015, de 1 de octubre",18,JURIDICO,
ESPECIAL,3,Regimen Juridico Administraciones Publicas,"Ley 40/2015, de 1 de octubre",23,JURIDICO,
ESPECIAL,3,Regimen Juridico Administraciones Publicas,"Ley 40/2015, de 1 de octubre",24,JURIDICO,
ESPECIAL,3,Regimen Juridico Administraciones Publicas,"Ley 40/2015, de 1 de octubre",140,JURIDICO,
ESPECIAL,3,Regimen Juridico Administraciones Publicas,"Ley 40/2015, de 1 de octubre",141,JURIDICO,
ESPECIAL,3,Regimen Juridico Administraciones Publicas,"Ley 40/2015, de 1 de octubre",142,JURIDICO,
ESPECIAL,4,Contratos del sector público,"Ley 9/2017, de 8 de noviembre",1,JURIDICO,
ESPECIAL,4,Contratos del sector público,"Ley 9/2017, de 8 de noviembre",2,JURIDICO,
ESPECIAL,4,Contratos del sector público,"Ley 9/2017, de 8 de noviembre",3,JURIDICO,
ESPECIAL,4,Contratos del sector público,"Ley 9/2017, de 8 de noviembre",12,JURIDICO,
ESPECIAL,4,Contratos del sector público,"Ley 9/2017, de 8 de noviembre",13,JURIDICO,
ESPECIAL,4,Contratos del sector público,"Ley 9/2017, de 8 de noviembre",14,JURIDICO,
ESPECIAL,4,Contratos del sector público,"Ley 9/2017, de 8 de noviembre",15,JURIDICO,
ESPECIAL,4,Contratos del sector público,"Ley 9/2017, de 8 de noviembre",16,JURIDICO,
ESPECIAL,4,Contratos del sector público,"Ley 9/2017, de 8 de noviembre",17,JURIDICO,
ESPECIAL,4,Contratos del sector público,"Ley 9/2017, de 8 de noviembre",18,JURIDICO,
ESPECIAL,4,Contratos del sector público,"Ley 9/2017, de 8 de noviembre",24,JURIDICO,
ESPECIAL,4,Contratos del sector público,"Ley 9/2017, de 8 de noviembre",25,JURIDICO,
ESPECIAL,4,Contratos del sector público,"Ley 9/2017, de 8 de noviembre",26,JURIDICO,
ESPECIAL,4,Contratos del sector público,"Ley 9/2017, de 8 de noviembre",27,JURIDICO,
ESPECIAL,4,Contratos del sector público,"Ley 9/2017, de 8 de noviembre",116,JURIDICO,
ESPECIAL,4,Contratos del sector público,"Ley 9/2017, de 8 de noviembre",117,JURIDICO,
ESPECIAL,4,Contratos del sector público,"Ley 9/2017, de 8 de noviembre",118,JURIDICO,
ESPECIAL,4,Contratos del sector público,"Ley 9/2017, de 8 de noviembre",119,JURIDICO,
ESPECIAL,4,Contratos del sector público,"Ley 9/2017, de 8 de noviembre",120,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",1,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",2,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",3,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",4,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",5,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",16,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",17,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",18,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",19,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",20,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",21,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",22,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",23,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",24,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",25,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",26,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",27,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",60,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",61,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",62,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",63,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",64,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",65,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",66,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",67,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",68,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",69,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",70,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",71,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",72,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",73,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",74,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",75,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",76,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",77,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",78,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",79,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",80,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",81,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",82,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",83,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",84,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",85,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",86,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",87,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",88,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",89,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",90,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",91,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",92,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",93,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",94,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",95,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",96,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",97,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",98,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",99,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",100,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",101,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",102,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",103,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",104,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",105,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",106,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",167,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",168,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",169,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",170,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",171,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",172,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",173,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",174,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",175,JURIDICO,
ESPECIAL,5,Función Pública Valenciana,"Ley 4/2021, de 16 de abril",176,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",1,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",2,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",3,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",4,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",5,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",6,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",7,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",8,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",9,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",10,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",11,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",12,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",13,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",14,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",15,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",16,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",17,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",18,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",19,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",20,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",21,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",22,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",23,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",24,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",25,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",26,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",27,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",28,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",29,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",30,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",31,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",32,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",33,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",34,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",35,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",36,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",37,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",38,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",39,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",40,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",41,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",42,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",43,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",44,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",45,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",46,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",47,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",48,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",49,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",50,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",51,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",52,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",53,JURIDICO,
ESPECIAL,6,Condiciones de Trabajo,"Decreto 42/2019, de 22 de marzo",54,JURIDICO,
ESPECIAL,7,El presupuesto de la Generalitat (I).,"Ley 1/2015, de 6 de febrero",24,JURIDICO,
ESPECIAL,7,El presupuesto de la Generalitat (I).,"Ley 1/2015, de 6 de febrero",25,JURIDICO,
ESPECIAL,7,El presupuesto de la Generalitat (I).,"Ley 1/2015, de 6 de febrero",26,JURIDICO,
ESPECIAL,7,El presupuesto de la Generalitat (I).,"Ley 1/2015, de 6 de febrero",30,JURIDICO,
ESPECIAL,7,El presupuesto de la Generalitat (I).,"Ley 1/2015, de 6 de febrero",31,JURIDICO,
ESPECIAL,7,El presupuesto de la Generalitat (I).,"Ley 1/2015, de 6 de febrero",32,JURIDICO,
ESPECIAL,7,El presupuesto de la Generalitat (I).,"Ley 1/2015, de 6 de febrero",33,JURIDICO,
ESPECIAL,7,El presupuesto de la Generalitat (I).,"Ley 1/2015, de 6 de febrero",34,JURIDICO,
ESPECIAL,7,El presupuesto de la Generalitat (I).,"Ley 1/2015, de 6 de febrero",35,JURIDICO,
ESPECIAL,7,El presupuesto de la Generalitat (I).,"Ley 1/2015, de 6 de febrero",36,JURIDICO,
ESPECIAL,7,El presupuesto de la Generalitat (I).,"Ley 1/2015, de 6 de febrero",37,JURIDICO,
ESPECIAL,7,El presupuesto de la Generalitat (I).,"Ley 1/2015, de 6 de febrero",38,JURIDICO,
ESPECIAL,7,El presupuesto de la Generalitat (I).,"Ley 1/2015, de 6 de febrero",39,JURIDICO,
ESPECIAL,7,El presupuesto de la Generalitat (I).,"Ley 1/2015, de 6 de febrero",40,JURIDICO,
ESPECIAL,7,El presupuesto de la Generalitat (I).,"Ley 1/2015, de 6 de febrero",41,JURIDICO,
ESPECIAL,7,El presupuesto de la Generalitat (I).,"Ley 1/2015, de 6 de febrero",42,JURIDICO,
ESPECIAL,7,El presupuesto de la Generalitat (I).,"Ley 1/2015, de 6 de febrero",43,JURIDICO,
ESPECIAL,7,El presupuesto de la Generalitat (I).,"Ley 1/2015, de 6 de febrero",44,JURIDICO,
ESPECIAL,7,El presupuesto de la Generalitat (I).,"Ley 1/2015, de 6 de febrero",45,JURIDICO,
ESPECIAL,7,El presupuesto de la Generalitat (I).,"Ley 1/2015, de 6 de febrero",46,JURIDICO,
ESPECIAL,7,El presupuesto de la Generalitat (I).,"Ley 1/2015, de 6 de febrero",47,JURIDICO,
ESPECIAL,7,El presupuesto de la Generalitat (I).,"Ley 1/2015, de 6 de febrero",48,JURIDICO,
ESPECIAL,7,El presupuesto de la Generalitat (I).,"Ley 1/2015, de 6 de febrero",49,JURIDICO,
ESPECIAL,7,El presupuesto de la Generalitat (I).,"Ley 1/2015, de 6 de febrero",50,JURIDICO,
ESPECIAL,7,El presupuesto de la Generalitat (I).,"Ley 1/2015, de 6 de febrero",51,JURIDICO,
ESPECIAL,8,El presupuesto de la Generalitat (II).,"Ley 1/2015, de 6 de febrero",56,JURIDICO,
ESPECIAL,8,El presupuesto de la Generalitat (II).,"Ley 1/2015, de 6 de febrero",57,JURIDICO,
ESPECIAL,8,El presupuesto de la Generalitat (II).,"Ley 1/2015, de 6 de febrero",58,JURIDICO,
ESPECIAL,8,El presupuesto de la Generalitat (II).,"Ley 1/2015, de 6 de febrero",59,JURIDICO,
ESPECIAL,8,El presupuesto de la Generalitat (II).,"Ley 1/2015, de 6 de febrero",60,JURIDICO,
ESPECIAL,8,El presupuesto de la Generalitat (II).,"Ley 1/2015, de 6 de febrero",61,JURIDICO,
ESPECIAL,8,El presupuesto de la Generalitat (II).,"Ley 1/2015, de 6 de febrero",62,JURIDICO,
ESPECIAL,8,El presupuesto de la Generalitat (II).,"Ley 1/2015, de 6 de febrero",63,JURIDICO,
ESPECIAL,8,El presupuesto de la Generalitat (II).,"Ley 1/2015, de 6 de febrero",64,JURIDICO,
ESPECIAL,8,El presupuesto de la Generalitat (II).,"Ley 1/2015, de 6 de febrero",65,JURIDICO,
ESPECIAL,8,El presupuesto de la Generalitat (II).,"Ley 1/2015, de 6 de febrero",66,JURIDICO,
ESPECIAL,8,El presupuesto de la Generalitat (II).,"Ley 4/2026, de 22 de julio",5,JURIDICO,
ESPECIAL,8,El presupuesto de la Generalitat (II).,"Ley 4/2026, de 22 de julio",6,JURIDICO,
ESPECIAL,8,El presupuesto de la Generalitat (II).,"Ley 4/2026, de 22 de julio",7,JURIDICO,
ESPECIAL,8,El presupuesto de la Generalitat (II).,"Ley 4/2026, de 22 de julio",8,JURIDICO,
ESPECIAL,8,El presupuesto de la Generalitat (II).,"Ley 4/2026, de 22 de julio",9,JURIDICO,
ESPECIAL,8,El presupuesto de la Generalitat (II).,"Ley 4/2026, de 22 de julio",24,JURIDICO,
ESPECIAL,8,El presupuesto de la Generalitat (II).,"Ley 4/2026, de 22 de julio",25,JURIDICO,
ESPECIAL,8,El presupuesto de la Generalitat (II).,"Ley 4/2026, de 22 de julio",26,JURIDICO,
ESPECIAL,8,El presupuesto de la Generalitat (II).,"Ley 4/2026, de 22 de julio",27,JURIDICO,
ESPECIAL,8,El presupuesto de la Generalitat (II).,"Ley 4/2026, de 22 de julio",28,JURIDICO,
ESPECIAL,8,El presupuesto de la Generalitat (II).,"Ley 4/2026, de 22 de julio",29,JURIDICO,
ESPECIAL ATENCION CIUDADANIA,9,La Administración electrónica en la Comunitat Valenciana,"Decreto 54/2025, de 15 de abril",8,JURIDICO,
ESPECIAL ATENCION CIUDADANIA,9,La Administración electrónica en la Comunitat Valenciana,"Decreto 54/2025, de 15 de abril",9,JURIDICO,
ESPECIAL ATENCION CIUDADANIA,9,La Administración electrónica en la Comunitat Valenciana,"Decreto 54/2025, de 15 de abril",10,JURIDICO,
ESPECIAL ATENCION CIUDADANIA,9,La Administración electrónica en la Comunitat Valenciana,"Decreto 54/2025, de 15 de abril",11,JURIDICO,
ESPECIAL ATENCION CIUDADANIA,9,La Administración electrónica en la Comunitat Valenciana,"Decreto 54/2025, de 15 de abril",12,JURIDICO,
ESPECIAL ATENCION CIUDADANIA,9,La Administración electrónica en la Comunitat Valenciana,"Decreto 54/2025, de 15 de abril",13,JURIDICO,
ESPECIAL ATENCION CIUDADANIA,9,La Administración electrónica en la Comunitat Valenciana,"Decreto 54/2025, de 15 de abril",14,JURIDICO,
ESPECIAL ATENCION CIUDADANIA,9,La Administración electrónica en la Comunitat Valenciana,"Decreto 54/2025, de 15 de abril",15,JURIDICO,
ESPECIAL ATENCION CIUDADANIA,9,La Administración electrónica en la Comunitat Valenciana,"Decreto 54/2025, de 15 de abril",16,JURIDICO,
ESPECIAL ATENCION CIUDADANIA,9,La Administración electrónica en la Comunitat Valenciana,"Decreto 54/2025, de 15 de abril",17,JURIDICO,
ESPECIAL ATENCION CIUDADANIA,9,La Administración electrónica en la Comunitat Valenciana,"Decreto 54/2025, de 15 de abril",18,JURIDICO,
ESPECIAL ATENCION CIUDADANIA,9,La Administración electrónica en la Comunitat Valenciana,"Decreto 54/2025, de 15 de abril",19,JURIDICO,
ESPECIAL ATENCION CIUDADANIA,9,La Administración electrónica en la Comunitat Valenciana,"Decreto 54/2025, de 15 de abril",20,JURIDICO,
