parte,tema,titulo,LEY,articulo,tipo,tema_no_juridico
GENERAL,6,"La Ley 5/1983, de 30 de diciembre, del Consell","Ley 5/1983, de 30 de diciembre",78,JURIDICO,
GENERAL,6,"La Ley 5/1983, de 30 de diciembre, del Consell","Ley 5/1983, de 30 de diciembre",79,JURIDICO,
GENERAL,7,La Unión Europea. El Tratado de la Unión Europea y el Tratado de Funcionamiento de la Unión Europea.,TUE,1,JURIDICO,
GENERAL,7,La Unión Europea. El Tratado de la Unión Europea y el Tratado de Funcionamiento de la Unión Europea.,TUE,2,JURIDICO,
GENERAL,7,La Unión Europea. El Tratado de la Unión Europea y el Tratado de Funcionamiento de la Unión Europea.,TUE,3,JURIDICO,
GENERAL,7,La Unión Europea. El Tratado de la Unión Europea y el Tratado de Funcionamiento de la Unión Europea.,TUE,4,JURIDICO,
GENERAL,7,La Unión Europea. El Tratado de la Unión Europea y el Tratado de Funcionamiento de la Unión Europea.,TUE,5,JURIDICO,
GENERAL,7,La Unión Europea. El Tratado de la Unión Europea y el Tratado de Funcionamiento de la Unión Europea.,TUE,6,JURIDICO,
GENERAL,7,La Unión Europea. El Tratado de la Unión Europea y el Tratado de Funcionamiento de la Unión Europea.,TUE,7,JURIDICO,
GENERAL,7,La Unión Europea. El Tratado de la Unión Europea y el Tratado de Funcionamiento de la Unión Europea.,TUE,8,JURIDICO,
GENERAL,7,La Unión Europea. El Tratado de la Unión Europea y el Tratado de Funcionamiento de la Unión Europea.,TFUE,288,JURIDICO,
GENERAL,7,La Unión Europea. El Tratado de la Unión Europea y el Tratado de Funcionamiento de la Unión Europea.,TFUE,289,JURIDICO,
GENERAL,7,La Unión Europea. El Tratado de la Unión Europea y el Tratado de Funcionamiento de la Unión Europea.,TFUE,290,JURIDICO,
GENERAL,7,La Unión Europea. El Tratado de la Unión Europea y el Tratado de Funcionamiento de la Unión Europea.,TFUE,291,JURIDICO,
GENERAL,7,La Unión Europea. El Tratado de la Unión Europea y el Tratado de Funcionamiento de la Unión Europea.,TFUE,292,JURIDICO,
GENERAL,7,La Unión Europea. El Tratado de la Unión Europea y el Tratado de Funcionamiento de la Unión Europea.,TFUE,293,JURIDICO,
GENERAL,7,La Unión Europea. El Tratado de la Unión Europea y el Tratado de Funcionamiento de la Unión Europea.,TFUE,294,JURIDICO,
GENERAL,7,La Unión Europea. El Tratado de la Unión Europea y el Tratado de Funcionamiento de la Unión Europea.,TFUE,295,JURIDICO,
GENERAL,7,La Unión Europea. El Tratado de la Unión Europea y el Tratado de Funcionamiento de la Unión Europea.,TFUE,296,JURIDICO,
GENERAL,7,La Unión Europea. El Tratado de la Unión Europea y el Tratado de Funcionamiento de la Unión Europea.,TFUE,297,JURIDICO,
GENERAL,7,La Unión Europea. El Tratado de la Unión Europea y el Tratado de Funcionamiento de la Unión Europea.,TFUE,298,JURIDICO,
GENERAL,7,La Unión Europea. El Tratado de la Unión Europea y el Tratado de Funcionamiento de la Unión Europea.,TFUE,299,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley Organica 3/2007, de 22 de marzo",1,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley Organica 3/2007, de 22 de marzo",2,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley Organica 3/2007, de 22 de marzo",3,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley Organica 3/2007, de 22 de marzo",4,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley Organica 3/2007, de 22 de marzo",5,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley Organica 3/2007, de 22 de marzo",6,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley Organica 3/2007, de 22 de marzo",7,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley Organica 3/2007, de 22 de marzo",8,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley Organica 3/2007, de 22 de marzo",9,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley Organica 3/2007, de 22 de marzo",10,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley Organica 3/2007, de 22 de marzo",11,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley Organica 3/2007, de 22 de marzo",12,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley Organica 3/2007, de 22 de marzo",13,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",1,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",2,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",3,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",4,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",4 bis,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",5,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",6,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",7,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",8,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",9,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",10,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",11,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",12,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",13,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",14,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",15,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",16,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",17,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",18,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",19,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",20,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",21,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",22,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",23,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",24,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",25,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",26,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",27,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",28,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",29,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",30,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",31,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",32,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",33,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",34,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",35,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",36,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",37,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",38,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",39,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",40,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",41,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",42,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",43,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",44,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",45,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",46,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",47,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",48,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",49,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",50,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 9/2003, de 2 de abril",51,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 4/2023, de 28 de febrero",4,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 4/2023, de 28 de febrero",11,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 4/2023, de 28 de febrero",12,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,"Ley 4/2023, de 28 de febrero",13,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,Ley Orgánica 1/2004,1,JURIDICO,
GENERAL,8,Igualdad efectiva entre hombres y mujeres,Ley Orgánica 1/2004,2,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley 19/2013, de 9 de diciembre",12,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley 19/2013, de 9 de diciembre",13,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley 19/2013, de 9 de diciembre",14,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley 19/2013, de 9 de diciembre",15,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley 19/2013, de 9 de diciembre",16,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley 19/2013, de 9 de diciembre",17,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley 19/2013, de 9 de diciembre",18,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley 19/2013, de 9 de diciembre",19,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley 19/2013, de 9 de diciembre",20,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley 19/2013, de 9 de diciembre",21,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley 19/2013, de 9 de diciembre",22,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley 19/2013, de 9 de diciembre",23,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley 19/2013, de 9 de diciembre",24,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley orgánica 3/2018, de 5 de diciembre",1,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley orgánica 3/2018, de 5 de diciembre",2,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley orgánica 3/2018, de 5 de diciembre",3,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley orgánica 3/2018, de 5 de diciembre",4,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley orgánica 3/2018, de 5 de diciembre",5,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley orgánica 3/2018, de 5 de diciembre",6,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley orgánica 3/2018, de 5 de diciembre",7,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley orgánica 3/2018, de 5 de diciembre",8,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley orgánica 3/2018, de 5 de diciembre",9,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley orgánica 3/2018, de 5 de diciembre",10,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley orgánica 3/2018, de 5 de diciembre",11,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley orgánica 3/2018, de 5 de diciembre",12,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley orgánica 3/2018, de 5 de diciembre",13,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley orgánica 3/2018, de 5 de diciembre",14,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley orgánica 3/2018, de 5 de diciembre",15,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley orgánica 3/2018, de 5 de diciembre",16,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley orgánica 3/2018, de 5 de diciembre",17,JURIDICO,
GENERAL,9,Transparencia y Proteccion de datos,"Ley orgánica 3/2018, de 5 de diciembre",18,JURIDICO,
GENERAL,10,Riesgos Laborales,"Ley 31/1995, de 8 de noviembre",1,JURIDICO,
GENERAL,10,Riesgos Laborales,"Ley 31/1995, de 8 de noviembre",2,JURIDICO,
GENERAL,10,Riesgos Laborales,"Ley 31/1995, de 8 de noviembre",3,JURIDICO,
GENERAL,10,Riesgos Laborales,"Ley 31/1995, de 8 de noviembre",4,JURIDICO,
GENERAL,10,Riesgos Laborales,"Ley 31/1995, de 8 de noviembre",14,JURIDICO,
GENERAL,10,Riesgos Laborales,"Ley 31/1995, de 8 de noviembre",15,JURIDICO,
GENERAL,10,Riesgos Laborales,"Ley 31/1995, de 8 de noviembre",16,JURIDICO,
GENERAL,10,Riesgos Laborales,"Ley 31/1995, de 8 de noviembre",17,JURIDICO,
GENERAL,10,Riesgos Laborales,"Ley 31/1995, de 8 de noviembre",18,JURIDICO,
GENERAL,10,Riesgos Laborales,"Ley 31/1995, de 8 de noviembre",19,JURIDICO,
GENERAL,10,Riesgos Laborales,"Ley 31/1995, de 8 de noviembre",20,JURIDICO,
GENERAL,10,Riesgos Laborales,"Ley 31/1995, de 8 de noviembre",21,JURIDICO,
GENERAL,10,Riesgos Laborales,"Ley 31/1995, de 8 de noviembre",22,JURIDICO,
GENERAL,10,Riesgos Laborales,"Ley 31/1995, de 8 de noviembre",23,JURIDICO,
GENERAL,10,Riesgos Laborales,"Ley 31/1995, de 8 de noviembre",24,JURIDICO,
GENERAL,10,Riesgos Laborales,"Ley 31/1995, de 8 de noviembre",25,JURIDICO,
GENERAL,10,Riesgos Laborales,"Ley 31/1995, de 8 de noviembre",26,JURIDICO,
GENERAL,10,Riesgos Laborales,"Ley 31/1995, de 8 de noviembre",27,JURIDICO,
GENERAL,10,Riesgos Laborales,"Ley 31/1995, de 8 de noviembre",28,JURIDICO,
GENERAL,10,Riesgos Laborales,"Ley 31/1995, de 8 de noviembre",29,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",1,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",2,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",3,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",4,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",5,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",6,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",7,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",8,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",9,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",10,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",11,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",12,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",13,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",14,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",15,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",16,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",17,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",18,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",19,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",20,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",21,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",22,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",23,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",24,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",25,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",26,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",27,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",28,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",29,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",30,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",31,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",32,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",33,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",34,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",35,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",36,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",37,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",38,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",39,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",40,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",41,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",42,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",43,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",44,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",45,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",46,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",47,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",48,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",49,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",50,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",51,JURIDICO,
ESPECIAL,1,Procedimiento Administrativo común de las administraciones públicas I,"Ley 39/2015, de 1 de octubre",52,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",53,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",54,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",55,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",56,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",57,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",58,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",59,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",60,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",61,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",62,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",63,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",64,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",65,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",66,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",67,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",68,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",69,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",70,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",71,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",72,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",73,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",74,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",75,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",76,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",77,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",78,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",79,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",80,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",81,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",82,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",83,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",84,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",85,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",86,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",87,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",88,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",89,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",90,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",91,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",92,JURIDICO,
ESPECIAL,2,Procedimiento Administrativo común de las administraciones públicas II,"Ley 39/2015, de 1 de octubre",93,JURIDICO,
